userId,total_time,study_count
161747,25.733333333333334,44
161753,302.0,277
161757,100.1,111
161775,0.2833333333333333,4
161776,1412.2666666666667,1734
161777,6373.6,7298
161778,7188.933333333333,7502
161779,4867.8,5461
161780,3366.45,3975
161781,7398.233333333334,8112
161782,4822.083333333333,5468
161783,1.2,6
161789,156.36666666666667,173
161793,642.6166666666667,542
161795,2645.85,2431
161798,47.13333333333333,61
161799,11.033333333333333,13
161800,72.4,98
161803,586.1833333333333,699
161805,59.75,104
161806,73.95,95
161809,330.95,395
161810,16.9,23
161811,744.7833333333333,1231
161812,20.15,17
161813,1423.4833333333333,2062
161814,488.3833333333333,684
161815,1372.4333333333334,1993
161816,350.43333333333334,592
161817,2.0166666666666666,9
161818,454.75,558
161820,118.71666666666667,156
161822,318.75,326
161824,244.16666666666666,300
161830,49.96666666666667,38
161832,1135.9833333333333,1126
161833,82.91666666666667,103
161835,1044.95,1182
161836,8.466666666666667,11
161838,0.48333333333333334,17
161840,142.15,214
161841,182.68333333333334,89
161844,998.2166666666667,943
161845,3300.5666666666666,2768
161846,55.8,74
161847,14.2,19
161851,490.06666666666666,480
161854,256.05,295
161856,103.8,153
161857,32.233333333333334,80
161858,15.366666666666667,37
161860,391.75,270
161862,307.2,356
161866,191.71666666666667,143
161867,20.35,42
161868,692.0666666666667,822
161871,335.3833333333333,280
161872,382.4666666666667,240
161874,9.566666666666666,18
161877,166.65,186
161880,1058.0,1054
161881,15403.233333333334,15676
161884,1769.15,867
161885,198.25,97
161886,1486.9166666666667,1795
161888,2751.95,2952
161889,10572.583333333334,12614
161890,4344.766666666666,7315
161891,9213.216666666667,9663
161892,3265.383333333333,4343
161893,786.0333333333333,798
161895,1576.55,1746
161897,416.18333333333334,435
161898,2260.9,2421
161904,20.233333333333334,22
161906,2280.35,2147
161907,221.38333333333333,152
161913,3277.75,4467
161915,2386.633333333333,2503
161917,454.8666666666667,496
